epoch,acc,loss,time,model
0,0.9321,0.23482527515315452,7.122413396835327,pytorch_relu
1,0.949,0.16334210011409594,6.7013585567474365,pytorch_relu
2,0.9575,0.13582780849508708,6.708726644515991,pytorch_relu
3,0.9626,0.12138305723413942,6.030184268951416,pytorch_relu
4,0.9686,0.10121745691087562,7.118943929672241,pytorch_relu
5,0.9664,0.10666775431489077,6.730408668518066,pytorch_relu
6,0.9689,0.10083786609648086,6.803928375244141,pytorch_relu
7,0.9726,0.09196624157127371,5.519840240478516,pytorch_relu
8,0.9729,0.08830378355040738,6.884210824966431,pytorch_relu
9,0.9691,0.1020912272565065,6.882657289505005,pytorch_relu
10,0.9685,0.11393818243696115,6.605645656585693,pytorch_relu
0,0.9308,0.23152786814793944,7.0155189037323,pytorch_relu
1,0.9488,0.17100000807002652,5.762682199478149,pytorch_relu
2,0.9597,0.13946186998183838,6.678074359893799,pytorch_relu
3,0.9633,0.12190391776173783,6.62244439125061,pytorch_relu
4,0.9632,0.11229480883176439,6.578036785125732,pytorch_relu
5,0.9682,0.09914145531909162,6.6621253490448,pytorch_relu
6,0.9713,0.09422233388088716,5.7667810916900635,pytorch_relu
7,0.971,0.0937191942539621,6.906458377838135,pytorch_relu
8,0.9702,0.10006957693358709,6.670639514923096,pytorch_relu
9,0.97,0.10007830500094496,6.6037938594818115,pytorch_relu
10,0.9694,0.09895404453374476,6.946601629257202,pytorch_relu
0,0.9298,0.2439616365430411,6.8814051151275635,pytorch_relu
1,0.9463,0.1749657172622392,6.797356367111206,pytorch_relu
2,0.9593,0.12876971528373543,6.621372699737549,pytorch_relu
3,0.9649,0.11536863806002656,6.663815975189209,pytorch_relu
4,0.9662,0.10544247895475564,5.48829984664917,pytorch_relu
5,0.968,0.1021125093748633,7.115607738494873,pytorch_relu
6,0.9686,0.09587572290858588,6.932914733886719,pytorch_relu
7,0.9707,0.09438426000285381,6.87744665145874,pytorch_relu
8,0.9672,0.10585290510432242,6.79459285736084,pytorch_relu
9,0.9723,0.08824010497262862,5.627785921096802,pytorch_relu
10,0.9726,0.0901481952609547,6.8335511684417725,pytorch_relu
0,0.9312,0.23454794393945486,6.940565824508667,pytorch_relu
1,0.939,0.1882639413237339,6.6053307056427,pytorch_relu
2,0.9591,0.1290842144654598,5.663756847381592,pytorch_relu
