epoch,acc,loss,time,model
2,0.9416,0.06657554236813841,3.7717268466949463,relu
3,0.9468,0.0605376116855307,3.7862067222595215,relu
4,0.9482,0.057208570919020305,3.7636570930480957,relu
5,0.9514,0.05367763244931465,3.764085292816162,relu
6,0.953,0.05151249724251415,3.793419361114502,relu
7,0.9544,0.049461387155796344,3.819059371948242,relu
8,0.9538,0.04969755820153122,3.7598938941955566,relu
9,0.9559,0.04659703122420583,3.758485794067383,relu
10,0.9569,0.04604654301858408,3.7759013175964355,relu
0,0.919,0.09761913562341501,3.7735025882720947,relu
1,0.9333,0.07775769576822297,3.779602527618408,relu
2,0.9413,0.06727490118213461,3.7735509872436523,relu
3,0.9475,0.06046576680817034,3.785634756088257,relu
4,0.9485,0.05782064716001053,3.789778470993042,relu
5,0.9517,0.054776491176066824,3.778250217437744,relu
6,0.9534,0.0496155902426898,3.7622618675231934,relu
7,0.9546,0.04921208376266015,3.8092501163482666,relu
8,0.9563,0.046708403024330686,3.781602144241333,relu
9,0.9587,0.04496232700810773,3.7627408504486084,relu
10,0.9589,0.04434656432939294,3.761751890182495,relu
