epoch,acc,loss,time,model
0,0.8462,0.11614227233708616,3.2388570308685303,leaky_relu
1,0.942,0.06193305646532197,3.2545006275177,leaky_relu
2,0.9478,0.053258475193000775,3.2361643314361572,leaky_relu
3,0.9537,0.04825734078487976,3.2662250995635986,leaky_relu
4,0.9587,0.043816629026487496,3.2426693439483643,leaky_relu
5,0.9604,0.04295531021140859,3.2400624752044678,leaky_relu
6,0.9589,0.043116619224480596,3.2347943782806396,leaky_relu
7,0.9628,0.04063537589058071,3.3295395374298096,leaky_relu
8,0.964,0.03883160284327945,3.254575490951538,leaky_relu
9,0.9646,0.03662809126030313,3.282580614089966,leaky_relu
10,0.9643,0.035999207698024414,3.264421224594116,leaky_relu
0,0.9273,0.07496675369472883,3.326758861541748,leaky_relu
1,0.9406,0.06179290290088754,3.2768921852111816,leaky_relu
2,0.9466,0.05550926402832077,3.2741966247558594,leaky_relu
3,0.9514,0.04936474492260118,3.25492000579834,leaky_relu
4,0.9545,0.04659061326484267,3.298699378967285,leaky_relu
5,0.9566,0.04494824171716823,3.2421040534973145,leaky_relu
6,0.9578,0.0422599711710634,3.262840986251831,leaky_relu
7,0.9605,0.041528322323505895,3.270900011062622,leaky_relu
8,0.9609,0.04034635260559305,3.2639200687408447,leaky_relu
9,0.961,0.039324736794612014,3.2602500915527344,leaky_relu
10,0.9641,0.03783866253875099,3.292320966720581,leaky_relu
0,0.9325,0.0729500459029739,3.2482340335845947,leaky_relu
1,0.9475,0.05766399705367491,3.2296552658081055,leaky_relu
2,0.9572,0.04791876804820519,3.260629177093506,leaky_relu
3,0.9584,0.045752519411963934,3.2469706535339355,leaky_relu
4,0.9631,0.0421384588752703,3.251293182373047,leaky_relu
5,0.964,0.040630557465668724,3.2386491298675537,leaky_relu
6,0.9667,0.03870198963180298,3.2620835304260254,leaky_relu
7,0.9658,0.037127202301858925,3.2545998096466064,leaky_relu
8,0.9688,0.03636972471572201,3.2453179359436035,leaky_relu
9,0.9685,0.035125768331030066,3.2179696559906006,leaky_relu
10,0.9689,0.034634817078964965,3.234557628631592,leaky_relu
0,0.8403,0.12414653495804055,3.2388954162597656,leaky_relu
1,0.9411,0.06393412358502844,3.3196046352386475,leaky_relu
2,0.9489,0.054439916313191124,3.250960350036621,leaky_relu
3,0.9539,0.04959271420615154,3.2515511512756348,leaky_relu
4,0.9581,0.046347487140557114,3.2375261783599854,leaky_relu
5,0.9615,0.041533663306289034,3.252976894378662,leaky_relu
6,0.9618,0.040003775627173374,3.2671191692352295,leaky_relu
7,0.9622,0.03883026477912772,3.26182222366333,leaky_relu
8,0.9647,0.037495922367738924,3.2652719020843506,leaky_relu
9,0.9644,0.03644814083731767,3.2586636543273926,leaky_relu
10,0.9656,0.03489211244015887,3.2545955181121826,leaky_relu
0,0.9197,0.08041288691847273,3.317085027694702,leaky_relu
1,0.9404,0.059427386567285294,3.29364275932312,leaky_relu
2,0.9425,0.05605554619180374,3.2536683082580566,leaky_relu
3,0.953,0.04745382370551622,3.272634267807007,leaky_relu
4,0.954,0.046668878256802535,3.267277479171753,leaky_relu
5,0.9555,0.04556214717490447,3.287402629852295,leaky_relu
6,0.9602,0.04106806814087748,3.2724735736846924,leaky_relu
7,0.9615,0.03987785854477648,3.2551400661468506,leaky_relu
8,0.963,0.03836692913259778,3.341987133026123,leaky_relu
9,0.9638,0.03806929478872971,3.263664722442627,leaky_relu
10,0.9651,0.03624254778026081,3.252847194671631,leaky_relu
0,0.9252,0.0767832874084471,3.2415783405303955,leaky_relu
1,0.9446,0.05770373769881231,3.245299816131592,leaky_relu
2,0.9504,0.05411137169865854,3.25289249420166,leaky_relu
3,0.9545,0.048230394433629066,3.2700698375701904,leaky_relu
4,0.9581,0.044612570183794394,3.2458813190460205,leaky_relu
5,0.9583,0.04214281966750571,3.2654714584350586,leaky_relu
6,0.9601,0.04399940491431857,3.2624928951263428,leaky_relu
7,0.965,0.03853430194644962,3.2627296447753906,leaky_relu
8,0.9656,0.03660627771363711,3.2553114891052246,leaky_relu
9,0.9683,0.03538061912050726,3.2304863929748535,leaky_relu
10,0.9663,0.036138407349755396,3.258157730102539,leaky_relu
0,0.9199,0.08238573289392111,3.2809183597564697,leaky_relu
